invoice_detail_invoice_no,invoice_detail_item_no,invoice_date,item_name_en
52974,2,2016-07-09,"""Sudu Kekulu  Hal"""
52975,1,2016-07-09,"""Seeni Rathu"""
52975,2,2016-07-09,"""Sudu Kekulu  Hal"""
52975,3,2016-07-09,"""Pan Piti Prema No1"""
52975,4,2016-07-09,"""Miris  Kudu"""
52976,1,2016-07-09,"""Seeni Rathu"""
52977,1,2016-07-09,"""Seeni Rathu"""
52978,1,2016-07-09,"""Seeni Rathu"""
52978,2,2016-07-09,"""Sudu Kekulu  Hal"""
52979,1,2016-07-09,"""Seeni Rathu"""
52979,2,2016-07-09,"""Sudu Kekulu  Hal"""
52979,3,2016-07-09,"""Pan Piti Prema No1"""
52979,4,2016-07-09,"""Miris  Kudu"""
52980,1,2016-07-09,"""Seeni Rathu"""
52980,2,2016-07-09,"""Sudu Kekulu  Hal"""
52981,1,2016-07-09,"""Seeni Rathu"""
52981,2,2016-07-09,"""Sudu Kekulu  Hal"""
52981,3,2016-07-09,"""Pan Piti Prema No1"""
52981,4,2016-07-09,"""Miris  Kudu"""
52981,5,2016-07-09,"""Kaha  Kudu"""
52981,6,2016-07-09,"""Thuna Paha KUdu Bedapu"""
52981,7,2016-07-09,"""Gammiris  Kudu"""
52981,8,2016-07-09,"""Gmmiris  Ata"""
52981,9,2016-07-09,Thekola
52981,10,2016-07-09,"""Paripipu  No.2 """
52981,11,2016-07-09,"""Rathu  Kekuluhal"""
52982,1,2016-07-09,"""Seeni Rathu"""
52983,1,2016-07-09,"""Seeni Rathu"""
52983,2,2016-07-09,"""Sudu Kekulu  Hal"""
52983,3,2016-07-09,"""Pan Piti Prema No1"""
52983,4,2016-07-09,"""Miris  Kudu"""
52984,1,2016-07-09,"""Seeni Rathu"""
52984,2,2016-07-09,"""Sudu Kekulu  Hal"""
52984,3,2016-07-09,"""Pan Piti Prema No1"""
52985,1,2016-07-09,"""Seeni Rathu"""
52986,1,2016-07-09,"""Seeni Rathu"""
52987,1,2016-07-09,"""Seeni Rathu"""
52987,2,2016-07-09,"""Sudu Kekulu  Hal"""
52987,3,2016-07-09,"""Pan Piti Prema No1"""
52987,4,2016-07-09,"""Miris  Kudu"""
52987,5,2016-07-09,"""Kaha  Kudu"""
52987,6,2016-07-09,"""Thuna Paha KUdu Bedapu"""
52989,1,2016-07-09,"""Seeni Rathu"""
52991,1,2016-07-09,"""Seeni Rathu"""
52991,2,2016-07-09,"""Sudu Kekulu  Hal"""
52991,3,2016-07-09,"""Pan Piti Prema No1"""
52992,1,2016-07-09,"""Seeni Rathu"""
52992,2,2016-07-09,"""Sudu Kekulu  Hal"""
52993,1,2016-07-09,"""Seeni Rathu"""
52994,1,2016-07-09,"""Seeni Rathu"""
52994,2,2016-07-09,"""Sudu Kekulu  Hal"""
52994,3,2016-07-09,"""Pan Piti Prema No1"""
52995,1,2016-07-09,"""Seeni Rathu"""
52995,2,2016-07-09,"""Sudu Kekulu  Hal"""
52995,3,2016-07-09,"""Pan Piti Prema No1"""
52995,4,2016-07-09,"""Miris  Kudu"""
52996,1,2016-07-09,"""Seeni Rathu"""
52996,2,2016-07-09,"""Sudu Kekulu  Hal"""
52997,1,2016-07-09,"""Seeni Rathu"""
52997,2,2016-07-09,"""Sudu Kekulu  Hal"""
52998,1,2016-07-09,"""Seeni Rathu"""
52999,1,2016-07-09,"""Seeni Rathu"""
53000,1,2016-07-09,"""Seeni Rathu"""
53000,2,2016-07-09,"""Sudu Kekulu  Hal"""
53000,3,2016-07-09,"""Pan Piti Prema No1"""
53000,4,2016-07-09,"""Miris  Kudu"""
53000,5,2016-07-09,"""Kaha  Kudu"""
53000,6,2016-07-09,"""Thuna Paha KUdu Bedapu"""
53000,7,2016-07-09,"""Gammiris  Kudu"""
53001,1,2016-07-09,"""Seeni Rathu"""
53002,1,2016-07-09,"""Seeni Rathu"""
53002,2,2016-07-09,"""Sudu Kekulu  Hal"""
53003,1,2016-07-09,"""Seeni Rathu"""
53003,2,2016-07-09,"""Sudu Kekulu  Hal"""
53004,1,2016-07-09,"""Seeni Rathu"""
53004,2,2016-07-09,"""Sudu Kekulu  Hal"""
53005,1,2016-07-09,"""Seeni Rathu"""
53005,2,2016-07-09,"""Sudu Kekulu  Hal"""
53005,3,2016-07-09,"""Pan Piti Prema No1"""
53006,1,2016-07-09,"""Seeni Rathu"""
53007,1,2016-07-09,"""Seeni Rathu"""
53007,2,2016-07-09,"""Sudu Kekulu  Hal"""
53007,3,2016-07-09,"""Pan Piti Prema No1"""
53008,1,2016-07-09,"""Seeni Rathu"""
53009,1,2016-07-09,"""Seeni Rathu"""
53010,1,2016-07-09,"""Seeni Rathu"""
53010,2,2016-07-09,"""Sudu Kekulu  Hal"""
53010,3,2016-07-09,"""Pan Piti Prema No1"""
53010,4,2016-07-09,"""Miris  Kudu"""
53010,5,2016-07-09,"""Kaha  Kudu"""
53011,1,2016-07-09,"""Seeni Rathu"""
53011,2,2016-07-09,"""Sudu Kekulu  Hal"""
53011,3,2016-07-09,"""Pan Piti Prema No1"""
53011,4,2016-07-09,"""Miris  Kudu"""
53012,1,2016-07-09,"""Seeni Rathu"""
53013,1,2016-07-09,"""Seeni Rathu"""
53014,1,2016-07-09,"""Seeni Rathu"""
53015,1,2016-07-09,"""Seeni Rathu"""
53015,2,2016-07-09,"""Sudu Kekulu  Hal"""
53016,1,2016-07-09,"""Seeni Rathu"""
53017,1,2016-07-09,"""Seeni Rathu"""
53018,1,2016-07-09,"""Seeni Rathu"""
53018,2,2016-07-09,"""Sudu Kekulu  Hal"""
53019,1,2016-07-09,"""Seeni Rathu"""
53019,2,2016-07-09,"""Sudu Kekulu  Hal"""
53020,1,2016-07-09,"""Seeni Rathu"""
53020,2,2016-07-09,"""Sudu Kekulu  Hal"""
53020,3,2016-07-09,"""Pan Piti Prema No1"""
53020,4,2016-07-09,"""Miris  Kudu"""
53020,5,2016-07-09,"""Kaha  Kudu"""
53020,6,2016-07-09,"""Thuna Paha KUdu Bedapu"""
53020,7,2016-07-09,"""Gammiris  Kudu"""
53021,1,2016-07-09,"""Seeni Rathu"""
53022,1,2016-07-09,"""Seeni Rathu"""
53024,1,2016-07-09,"""Seeni Rathu"""
53024,2,2016-07-09,"""Sudu Kekulu  Hal"""
53024,3,2016-07-09,"""Pan Piti Prema No1"""
53024,4,2016-07-09,"""Miris  Kudu"""
53024,5,2016-07-09,"""Kaha  Kudu"""
53025,1,2016-07-09,"""Seeni Rathu"""
53025,2,2016-07-09,"""Sudu Kekulu  Hal"""
53026,1,2016-07-09,"""Seeni Rathu"""
53027,1,2016-07-09,"""Seeni Rathu"""
53027,2,2016-07-09,"""Sudu Kekulu  Hal"""
53027,3,2016-07-09,"""Pan Piti Prema No1"""
53027,4,2016-07-09,"""Miris  Kudu"""
53027,5,2016-07-09,"""Kaha  Kudu"""
53028,1,2016-07-09,"""Seeni Rathu"""
53028,2,2016-07-09,"""Sudu Kekulu  Hal"""
53028,3,2016-07-09,"""Pan Piti Prema No1"""
53028,4,2016-07-09,"""Miris  Kudu"""
53028,5,2016-07-09,"""Kaha  Kudu"""
53028,6,2016-07-09,"""Thuna Paha KUdu Bedapu"""
53028,7,2016-07-09,"""Gammiris  Kudu"""
53028,8,2016-07-09,"""Gmmiris  Ata"""
53028,9,2016-07-09,Thekola
53028,10,2016-07-09,"""Paripipu  No.2 """
53028,11,2016-07-09,"""Rathu  Kekuluhal"""
53028,12,2016-07-09,"""Samba Hal Stiem"""
53029,1,2016-07-09,"""Seeni Rathu"""
53031,1,2016-07-09,"""Seeni Rathu"""
53031,2,2016-07-09,"""Sudu Kekulu  Hal"""
53031,3,2016-07-09,"""Pan Piti Prema No1"""
53031,4,2016-07-09,"""Miris  Kudu"""
53031,5,2016-07-09,"""Kaha  Kudu"""
53031,6,2016-07-09,"""Thuna Paha KUdu Bedapu"""
53031,7,2016-07-09,"""Gammiris  Kudu"""
53032,1,2016-07-09,"""Seeni Rathu"""
53032,2,2016-07-09,"""Sudu Kekulu  Hal"""
53033,1,2016-07-09,"""Seeni Rathu"""
53033,2,2016-07-09,"""Sudu Kekulu  Hal"""
53034,1,2016-07-10,"""Seeni Rathu"""
53034,2,2016-07-10,"""Sudu Kekulu  Hal"""
53035,1,2016-07-10,"""Seeni Rathu"""
53035,2,2016-07-10,"""Sudu Kekulu  Hal"""
53036,1,2016-07-10,"""Seeni Rathu"""
53036,2,2016-07-10,"""Sudu Kekulu  Hal"""
53037,1,2016-07-10,"""Seeni Rathu"""
53038,1,2016-07-10,"""Seeni Rathu"""
53038,2,2016-07-10,"""Sudu Kekulu  Hal"""
53038,3,2016-07-10,"""Pan Piti Prema No1"""
53039,1,2016-07-10,"""Seeni Rathu"""
53040,1,2016-07-10,"""Seeni Rathu"""
53040,2,2016-07-10,"""Sudu Kekulu  Hal"""
53041,1,2016-07-10,"""Seeni Rathu"""
53042,1,2016-07-10,"""Seeni Rathu"""
53043,1,2016-07-10,"""Seeni Rathu"""
53044,1,2016-07-10,"""Seeni Rathu"""
53045,1,2016-07-10,"""Seeni Rathu"""
53046,1,2016-07-10,"""Seeni Rathu"""
53046,2,2016-07-10,"""Sudu Kekulu  Hal"""
53046,3,2016-07-10,"""Pan Piti Prema No1"""
53047,1,2016-07-10,"""Seeni Rathu"""
53047,2,2016-07-10,"""Sudu Kekulu  Hal"""
53048,1,2016-07-10,"""Seeni Rathu"""
53048,2,2016-07-10,"""Sudu Kekulu  Hal"""
53048,3,2016-07-10,"""Pan Piti Prema No1"""
53048,4,2016-07-10,"""Miris  Kudu"""
53048,5,2016-07-10,"""Kaha  Kudu"""
53048,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53048,7,2016-07-10,"""Gammiris  Kudu"""
53049,1,2016-07-10,"""Seeni Rathu"""
53049,2,2016-07-10,"""Sudu Kekulu  Hal"""
53050,1,2016-07-10,"""Seeni Rathu"""
53050,2,2016-07-10,"""Sudu Kekulu  Hal"""
53051,1,2016-07-10,"""Seeni Rathu"""
53051,2,2016-07-10,"""Sudu Kekulu  Hal"""
53052,1,2016-07-10,"""Seeni Rathu"""
53052,2,2016-07-10,"""Sudu Kekulu  Hal"""
53052,3,2016-07-10,"""Pan Piti Prema No1"""
53052,4,2016-07-10,"""Miris  Kudu"""
53052,5,2016-07-10,"""Kaha  Kudu"""
53052,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53053,1,2016-07-10,"""Seeni Rathu"""
53053,2,2016-07-10,"""Sudu Kekulu  Hal"""
53053,3,2016-07-10,"""Pan Piti Prema No1"""
53053,4,2016-07-10,"""Miris  Kudu"""
53054,1,2016-07-10,"""Seeni Rathu"""
53054,2,2016-07-10,"""Sudu Kekulu  Hal"""
53054,3,2016-07-10,"""Pan Piti Prema No1"""
53054,4,2016-07-10,"""Miris  Kudu"""
53054,5,2016-07-10,"""Kaha  Kudu"""
53054,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53054,7,2016-07-10,"""Gammiris  Kudu"""
53054,8,2016-07-10,"""Gmmiris  Ata"""
53054,9,2016-07-10,Thekola
53054,10,2016-07-10,"""Paripipu  No.2 """
53054,11,2016-07-10,"""Rathu  Kekuluhal"""
53056,1,2016-07-10,"""Seeni Rathu"""
53057,1,2016-07-10,"""Seeni Rathu"""
53057,2,2016-07-10,"""Sudu Kekulu  Hal"""
53058,1,2016-07-10,"""Seeni Rathu"""
53058,2,2016-07-10,"""Sudu Kekulu  Hal"""
53059,1,2016-07-10,"""Seeni Rathu"""
53059,2,2016-07-10,"""Sudu Kekulu  Hal"""
53060,1,2016-07-10,"""Seeni Rathu"""
53061,1,2016-07-10,"""Seeni Rathu"""
53061,2,2016-07-10,"""Sudu Kekulu  Hal"""
53062,1,2016-07-10,"""Seeni Rathu"""
53062,2,2016-07-10,"""Sudu Kekulu  Hal"""
53062,3,2016-07-10,"""Pan Piti Prema No1"""
53062,4,2016-07-10,"""Miris  Kudu"""
53063,1,2016-07-10,"""Seeni Rathu"""
53064,1,2016-07-10,"""Seeni Rathu"""
53065,1,2016-07-10,"""Seeni Rathu"""
53065,2,2016-07-10,"""Sudu Kekulu  Hal"""
53066,1,2016-07-10,"""Seeni Rathu"""
53066,2,2016-07-10,"""Sudu Kekulu  Hal"""
53066,3,2016-07-10,"""Pan Piti Prema No1"""
53066,4,2016-07-10,"""Miris  Kudu"""
53066,5,2016-07-10,"""Kaha  Kudu"""
53066,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53066,7,2016-07-10,"""Gammiris  Kudu"""
53067,1,2016-07-10,"""Seeni Rathu"""
53067,2,2016-07-10,"""Sudu Kekulu  Hal"""
53067,3,2016-07-10,"""Pan Piti Prema No1"""
53068,1,2016-07-10,"""Seeni Rathu"""
53069,1,2016-07-10,"""Seeni Rathu"""
53070,1,2016-07-10,"""Seeni Rathu"""
53070,2,2016-07-10,"""Sudu Kekulu  Hal"""
53071,1,2016-07-10,"""Seeni Rathu"""
53072,1,2016-07-10,"""Seeni Rathu"""
53073,1,2016-07-10,"""Seeni Rathu"""
53074,1,2016-07-10,"""Seeni Rathu"""
53074,2,2016-07-10,"""Sudu Kekulu  Hal"""
53074,3,2016-07-10,"""Pan Piti Prema No1"""
53074,4,2016-07-10,"""Miris  Kudu"""
53074,5,2016-07-10,"""Kaha  Kudu"""
53074,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53074,7,2016-07-10,"""Gammiris  Kudu"""
53074,8,2016-07-10,"""Gmmiris  Ata"""
53075,1,2016-07-10,"""Seeni Rathu"""
53076,1,2016-07-10,"""Seeni Rathu"""
53077,1,2016-07-10,"""Seeni Rathu"""
53078,1,2016-07-10,"""Seeni Rathu"""
53078,2,2016-07-10,"""Sudu Kekulu  Hal"""
53079,1,2016-07-10,"""Seeni Rathu"""
53080,1,2016-07-10,"""Seeni Rathu"""
53080,2,2016-07-10,"""Sudu Kekulu  Hal"""
53080,3,2016-07-10,"""Pan Piti Prema No1"""
53080,4,2016-07-10,"""Miris  Kudu"""
53080,5,2016-07-10,"""Kaha  Kudu"""
53080,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53080,7,2016-07-10,"""Gammiris  Kudu"""
53080,8,2016-07-10,"""Gmmiris  Ata"""
53080,9,2016-07-10,Thekola
53080,10,2016-07-10,"""Paripipu  No.2 """
53080,11,2016-07-10,"""Rathu  Kekuluhal"""
53080,12,2016-07-10,"""Samba Hal Stiem"""
53081,1,2016-07-10,"""Seeni Rathu"""
53082,1,2016-07-10,"""Seeni Rathu"""
53082,2,2016-07-10,"""Sudu Kekulu  Hal"""
53083,1,2016-07-10,"""Seeni Rathu"""
53084,1,2016-07-10,"""Seeni Rathu"""
53084,2,2016-07-10,"""Sudu Kekulu  Hal"""
53084,3,2016-07-10,"""Pan Piti Prema No1"""
53084,4,2016-07-10,"""Miris  Kudu"""
53084,5,2016-07-10,"""Kaha  Kudu"""
53085,1,2016-07-10,"""Seeni Rathu"""
53085,2,2016-07-10,"""Sudu Kekulu  Hal"""
53085,3,2016-07-10,"""Pan Piti Prema No1"""
53086,1,2016-07-10,"""Seeni Rathu"""
53087,1,2016-07-10,"""Seeni Rathu"""
53088,1,2016-07-10,"""Seeni Rathu"""
53088,2,2016-07-10,"""Sudu Kekulu  Hal"""
53088,3,2016-07-10,"""Pan Piti Prema No1"""
53088,4,2016-07-10,"""Miris  Kudu"""
53088,5,2016-07-10,"""Kaha  Kudu"""
53088,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53089,1,2016-07-10,"""Seeni Rathu"""
53089,2,2016-07-10,"""Sudu Kekulu  Hal"""
53090,1,2016-07-10,"""Seeni Rathu"""
53090,2,2016-07-10,"""Sudu Kekulu  Hal"""
53090,3,2016-07-10,"""Pan Piti Prema No1"""
53091,1,2016-07-10,"""Seeni Rathu"""
53091,2,2016-07-10,"""Sudu Kekulu  Hal"""
53091,3,2016-07-10,"""Pan Piti Prema No1"""
53091,4,2016-07-10,"""Miris  Kudu"""
53091,5,2016-07-10,"""Kaha  Kudu"""
53095,1,2016-07-10,"""Seeni Rathu"""
53095,2,2016-07-10,"""Sudu Kekulu  Hal"""
53095,3,2016-07-10,"""Pan Piti Prema No1"""
53095,4,2016-07-10,"""Miris  Kudu"""
53095,5,2016-07-10,"""Kaha  Kudu"""
53095,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53095,7,2016-07-10,"""Gammiris  Kudu"""
53096,1,2016-07-10,"""Seeni Rathu"""
53097,1,2016-07-10,"""Seeni Rathu"""
53097,2,2016-07-10,"""Sudu Kekulu  Hal"""
53097,3,2016-07-10,"""Pan Piti Prema No1"""
53098,1,2016-07-10,"""Seeni Rathu"""
53098,2,2016-07-10,"""Sudu Kekulu  Hal"""
53098,3,2016-07-10,"""Pan Piti Prema No1"""
53098,4,2016-07-10,"""Miris  Kudu"""
53098,5,2016-07-10,"""Kaha  Kudu"""
53098,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53098,7,2016-07-10,"""Gammiris  Kudu"""
53099,1,2016-07-10,"""Seeni Rathu"""
53099,2,2016-07-10,"""Sudu Kekulu  Hal"""
53100,1,2016-07-10,"""Seeni Rathu"""
53101,1,2016-07-10,"""Seeni Rathu"""
53101,2,2016-07-10,"""Sudu Kekulu  Hal"""
53101,3,2016-07-10,"""Pan Piti Prema No1"""
53101,4,2016-07-10,"""Miris  Kudu"""
53101,5,2016-07-10,"""Kaha  Kudu"""
53101,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53102,1,2016-07-10,"""Seeni Rathu"""
53103,1,2016-07-10,"""Seeni Rathu"""
53104,1,2016-07-10,"""Seeni Rathu"""
53104,2,2016-07-10,"""Sudu Kekulu  Hal"""
53105,1,2016-07-10,"""Seeni Rathu"""
53105,2,2016-07-10,"""Sudu Kekulu  Hal"""
53105,3,2016-07-10,"""Pan Piti Prema No1"""
53106,1,2016-07-10,"""Seeni Rathu"""
53107,1,2016-07-10,"""Seeni Rathu"""
53108,1,2016-07-10,"""Seeni Rathu"""
53109,1,2016-07-10,"""Seeni Rathu"""
53109,2,2016-07-10,"""Sudu Kekulu  Hal"""
53110,1,2016-07-10,"""Seeni Rathu"""
53110,2,2016-07-10,"""Sudu Kekulu  Hal"""
53110,3,2016-07-10,"""Pan Piti Prema No1"""
53111,1,2016-07-10,"""Seeni Rathu"""
53111,2,2016-07-10,"""Sudu Kekulu  Hal"""
53112,1,2016-07-10,"""Seeni Rathu"""
53112,2,2016-07-10,"""Sudu Kekulu  Hal"""
53113,1,2016-07-10,"""Seeni Rathu"""
53113,2,2016-07-10,"""Sudu Kekulu  Hal"""
53114,1,2016-07-10,"""Seeni Rathu"""
53114,2,2016-07-10,"""Sudu Kekulu  Hal"""
53114,3,2016-07-10,"""Pan Piti Prema No1"""
53114,4,2016-07-10,"""Miris  Kudu"""
53114,5,2016-07-10,"""Kaha  Kudu"""
53115,1,2016-07-10,"""Seeni Rathu"""
53115,2,2016-07-10,"""Sudu Kekulu  Hal"""
53115,3,2016-07-10,"""Pan Piti Prema No1"""
53115,4,2016-07-10,"""Miris  Kudu"""
53116,1,2016-07-10,"""Seeni Rathu"""
53116,2,2016-07-10,"""Sudu Kekulu  Hal"""
53116,3,2016-07-10,"""Pan Piti Prema No1"""
53117,1,2016-07-10,"""Seeni Rathu"""
53117,2,2016-07-10,"""Sudu Kekulu  Hal"""
53117,3,2016-07-10,"""Pan Piti Prema No1"""
53117,4,2016-07-10,"""Miris  Kudu"""
53117,5,2016-07-10,"""Kaha  Kudu"""
53117,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53117,7,2016-07-10,"""Gammiris  Kudu"""
53117,8,2016-07-10,"""Gmmiris  Ata"""
53117,9,2016-07-10,Thekola
53117,10,2016-07-10,"""Paripipu  No.2 """
53118,1,2016-07-10,"""Seeni Rathu"""
53118,2,2016-07-10,"""Sudu Kekulu  Hal"""
53119,1,2016-07-10,"""Seeni Rathu"""
53121,1,2016-07-10,"""Seeni Rathu"""
53122,1,2016-07-10,"""Seeni Rathu"""
53123,1,2016-07-10,"""Seeni Rathu"""
53123,2,2016-07-10,"""Sudu Kekulu  Hal"""
53124,1,2016-07-10,"""Seeni Rathu"""
53124,2,2016-07-10,"""Sudu Kekulu  Hal"""
53124,3,2016-07-10,"""Pan Piti Prema No1"""
53124,4,2016-07-10,"""Miris  Kudu"""
53124,5,2016-07-10,"""Kaha  Kudu"""
53125,1,2016-07-10,"""Seeni Rathu"""
53126,1,2016-07-10,"""Seeni Rathu"""
53127,1,2016-07-10,"""Seeni Rathu"""
53127,2,2016-07-10,"""Sudu Kekulu  Hal"""
53128,1,2016-07-10,"""Seeni Rathu"""
53128,2,2016-07-10,"""Sudu Kekulu  Hal"""
53128,3,2016-07-10,"""Pan Piti Prema No1"""
53128,4,2016-07-10,"""Miris  Kudu"""
53128,5,2016-07-10,"""Kaha  Kudu"""
53128,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53128,7,2016-07-10,"""Gammiris  Kudu"""
53129,1,2016-07-10,"""Seeni Rathu"""
53130,1,2016-07-10,"""Seeni Rathu"""
53131,1,2016-07-10,"""Seeni Rathu"""
53132,1,2016-07-10,"""Seeni Rathu"""
53132,2,2016-07-10,"""Sudu Kekulu  Hal"""
53132,3,2016-07-10,"""Pan Piti Prema No1"""
53132,4,2016-07-10,"""Miris  Kudu"""
53133,1,2016-07-10,"""Seeni Rathu"""
53134,1,2016-07-10,"""Seeni Rathu"""
53134,2,2016-07-10,"""Sudu Kekulu  Hal"""
53135,1,2016-07-10,"""Seeni Rathu"""
53135,2,2016-07-10,"""Sudu Kekulu  Hal"""
53135,3,2016-07-10,"""Pan Piti Prema No1"""
53135,4,2016-07-10,"""Miris  Kudu"""
53135,5,2016-07-10,"""Kaha  Kudu"""
53135,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53136,1,2016-07-10,"""Seeni Rathu"""
53136,2,2016-07-10,"""Sudu Kekulu  Hal"""
53136,3,2016-07-10,"""Pan Piti Prema No1"""
53137,1,2016-07-10,"""Seeni Rathu"""
53137,2,2016-07-10,"""Sudu Kekulu  Hal"""
53137,3,2016-07-10,"""Pan Piti Prema No1"""
53138,1,2016-07-10,"""Seeni Rathu"""
53138,2,2016-07-10,"""Sudu Kekulu  Hal"""
53139,1,2016-07-10,"""Seeni Rathu"""
53140,1,2016-07-10,"""Seeni Rathu"""
53141,1,2016-07-10,"""Seeni Rathu"""
53141,2,2016-07-10,"""Sudu Kekulu  Hal"""
53141,3,2016-07-10,"""Pan Piti Prema No1"""
53141,4,2016-07-10,"""Miris  Kudu"""
53142,1,2016-07-10,"""Seeni Rathu"""
53142,2,2016-07-10,"""Sudu Kekulu  Hal"""
53142,3,2016-07-10,"""Pan Piti Prema No1"""
53143,1,2016-07-10,"""Seeni Rathu"""
53143,2,2016-07-10,"""Sudu Kekulu  Hal"""
53144,1,2016-07-10,"""Seeni Rathu"""
53145,1,2016-07-10,"""Seeni Rathu"""
53145,2,2016-07-10,"""Sudu Kekulu  Hal"""
53146,1,2016-07-10,"""Seeni Rathu"""
53146,2,2016-07-10,"""Sudu Kekulu  Hal"""
53146,3,2016-07-10,"""Pan Piti Prema No1"""
53146,4,2016-07-10,"""Miris  Kudu"""
53146,5,2016-07-10,"""Kaha  Kudu"""
53147,1,2016-07-10,"""Seeni Rathu"""
53148,1,2016-07-10,"""Seeni Rathu"""
53149,1,2016-07-10,"""Seeni Rathu"""
53149,2,2016-07-10,"""Sudu Kekulu  Hal"""
53149,3,2016-07-10,"""Pan Piti Prema No1"""
53149,4,2016-07-10,"""Miris  Kudu"""
53149,5,2016-07-10,"""Kaha  Kudu"""
53151,1,2016-07-10,"""Seeni Rathu"""
53151,2,2016-07-10,"""Sudu Kekulu  Hal"""
53151,3,2016-07-10,"""Pan Piti Prema No1"""
53152,1,2016-07-10,"""Seeni Rathu"""
53152,2,2016-07-10,"""Sudu Kekulu  Hal"""
53153,1,2016-07-10,"""Seeni Rathu"""
53153,2,2016-07-10,"""Sudu Kekulu  Hal"""
53153,3,2016-07-10,"""Pan Piti Prema No1"""
53154,1,2016-07-10,"""Seeni Rathu"""
53154,2,2016-07-10,"""Sudu Kekulu  Hal"""
53154,3,2016-07-10,"""Pan Piti Prema No1"""
53154,4,2016-07-10,"""Miris  Kudu"""
53154,5,2016-07-10,"""Kaha  Kudu"""
53154,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53155,1,2016-07-10,"""Seeni Rathu"""
53155,2,2016-07-10,"""Sudu Kekulu  Hal"""
53155,3,2016-07-10,"""Pan Piti Prema No1"""
53155,4,2016-07-10,"""Miris  Kudu"""
53155,5,2016-07-10,"""Kaha  Kudu"""
53155,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53155,7,2016-07-10,"""Gammiris  Kudu"""
53155,8,2016-07-10,"""Gmmiris  Ata"""
53155,9,2016-07-10,Thekola
53155,10,2016-07-10,"""Paripipu  No.2 """
53155,11,2016-07-10,"""Rathu  Kekuluhal"""
53155,12,2016-07-10,"""Samba Hal Stiem"""
53155,13,2016-07-10,"""Nadu  Hal"""
53155,14,2016-07-10,"""Kadala  Pareppu"""
53155,15,2016-07-10,Soya
53155,16,2016-07-10,"""Wiyali  Miris"""
53155,17,2016-07-10,"""Halmesso  No1"""
53155,18,2016-07-10,"""Pamoil Bothal"""
53155,19,2016-07-10,Polgedi
53155,20,2016-07-10,Chicken
53155,21,2016-07-10,Pork
53155,22,2016-07-10,"""Peti   Pork"""
53155,23,2016-07-10,Sudulunu
53155,24,2016-07-10,Bilunu
53157,1,2016-07-10,"""Seeni Rathu"""
53157,2,2016-07-10,"""Sudu Kekulu  Hal"""
53157,3,2016-07-10,"""Pan Piti Prema No1"""
53157,4,2016-07-10,"""Miris  Kudu"""
53157,5,2016-07-10,"""Kaha  Kudu"""
53157,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53158,1,2016-07-10,"""Seeni Rathu"""
53158,2,2016-07-10,"""Sudu Kekulu  Hal"""
53158,3,2016-07-10,"""Pan Piti Prema No1"""
53158,4,2016-07-10,"""Miris  Kudu"""
53158,5,2016-07-10,"""Kaha  Kudu"""
53159,1,2016-07-10,"""Seeni Rathu"""
53160,1,2016-07-10,"""Seeni Rathu"""
53160,2,2016-07-10,"""Sudu Kekulu  Hal"""
53161,1,2016-07-10,"""Seeni Rathu"""
53162,1,2016-07-10,"""Seeni Rathu"""
53163,1,2016-07-10,"""Seeni Rathu"""
53164,1,2016-07-10,"""Seeni Rathu"""
53165,1,2016-07-10,"""Seeni Rathu"""
53165,2,2016-07-10,"""Sudu Kekulu  Hal"""
53165,3,2016-07-10,"""Pan Piti Prema No1"""
53165,4,2016-07-10,"""Miris  Kudu"""
53165,5,2016-07-10,"""Kaha  Kudu"""
53165,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53166,1,2016-07-10,"""Seeni Rathu"""
53166,2,2016-07-10,"""Sudu Kekulu  Hal"""
53167,1,2016-07-10,"""Seeni Rathu"""
53167,2,2016-07-10,"""Sudu Kekulu  Hal"""
53168,1,2016-07-10,"""Seeni Rathu"""
53169,1,2016-07-10,"""Seeni Rathu"""
53169,2,2016-07-10,"""Sudu Kekulu  Hal"""
53169,3,2016-07-10,"""Pan Piti Prema No1"""
53169,4,2016-07-10,"""Miris  Kudu"""
53169,5,2016-07-10,"""Kaha  Kudu"""
53169,6,2016-07-10,"""Thuna Paha KUdu Bedapu"""
53169,7,2016-07-10,"""Gammiris  Kudu"""
53169,8,2016-07-10,"""Gmmiris  Ata"""
53169,9,2016-07-10,Thekola
53169,10,2016-07-10,"""Paripipu  No.2 """
53169,11,2016-07-10,"""Rathu  Kekuluhal"""
